Year,Week,Club1,Club2,Att1,Mid1,Def1,Att2,Mid2,Def2,Diff1,Diff2,Goals1,Goals2
2015,28,Villarreal CF,UD Las Palmas,78,76,74,73,70,67,0.5555555555555556,-0.4074074074074074,0,1
2015,28,Getafe CF,Sevilla FC,72,73,69,79,76,77,-0.6666666666666666,0.37037037037037035,1,1
2015,28,Deportivo La Coruña,Málaga CF,71,72,72,74,73,74,-0.07407407407407407,-0.037037037037037035,3,3
2015,28,Real Betis,Granada CF,73,71,68,72,74,72,-0.4444444444444444,-0.8148148148148148,2,0
2015,28,SD Eibar,FC Barcelona,72,72,72,88,85,81,0.14814814814814814,1.9259259259259258,0,4
2015,28,Real Sociedad,Levante UD,78,76,76,73,71,73,-0.07407407407407407,-0.9629629629629629,1,1
2015,28,Sporting Gijón,Athletic Bilbao,63,67,70,77,77,77,-0.6666666666666666,0.2222222222222222,0,2
2015,28,Valencia CF,Atlético Madrid,81,79,77,81,78,79,0.07407407407407407,1.037037037037037,1,3
2015,28,Espanyol Barcelona,Rayo Vallecano,76,73,72,75,73,75,-1.0,-0.7777777777777778,2,1
2015,29,Málaga CF,Sporting Gijón,74,73,74,63,67,70,-0.03571428571428571,-0.7142857142857143,1,0
2015,29,FC Barcelona,Getafe CF,88,85,81,72,73,69,2.0,-0.6428571428571429,6,0
2015,29,Celta Vigo,Real Sociedad,75,74,73,78,76,76,-0.39285714285714285,-0.07142857142857142,1,0
2015,29,Atlético Madrid,Deportivo La Coruña,81,78,79,71,72,72,1.0714285714285714,-0.07142857142857142,3,0
2015,29,Rayo Vallecano,SD Eibar,75,73,75,72,72,72,-0.7857142857142857,0.0,1,1
2015,29,Levante UD,Valencia CF,73,71,73,81,79,77,-0.9285714285714286,0.0,1,0
2015,29,Sevilla FC,Villarreal CF,79,76,77,78,76,74,0.35714285714285715,0.5,4,2
2015,29,Athletic Bilbao,Real Betis,77,77,77,73,71,68,0.2857142857142857,-0.35714285714285715,3,1
2015,29,UD Las Palmas,Real Madrid,73,70,67,86,83,81,-0.35714285714285715,1.9285714285714286,1,2
2015,29,Granada CF,Espanyol Barcelona,72,74,72,76,73,72,-0.8571428571428571,-0.9285714285714286,1,1
2015,30,Getafe CF,SD Eibar,72,73,69,72,72,72,-0.8275862068965517,0.0,1,1
2015,30,Sporting Gijón,Atlético Madrid,63,67,70,81,78,79,-0.7241379310344828,1.1379310344827587,2,1
2015,30,Real Sociedad,UD Las Palmas,78,76,76,73,70,67,-0.10344827586206896,-0.3793103448275862,0,1
2015,30,Granada CF,Rayo Vallecano,72,74,72,75,73,75,-0.8275862068965517,-0.7586206896551724,2,2
2015,30,Deportivo La Coruña,Levante UD,71,72,72,73,71,73,-0.1724137931034483,-0.8620689655172413,2,1
2015,30,Real Betis,Málaga CF,73,71,68,74,73,74,-0.41379310344827586,0.0,0,1
2015,30,Espanyol Barcelona,Athletic Bilbao,76,73,72,77,77,77,-0.896551724137931,0.3448275862068966,2,1
2015,30,Villarreal CF,FC Barcelona,78,76,74,88,85,81,0.41379310344827586,2.1379310344827585,2,2
2015,30,Valencia CF,Celta Vigo,81,79,77,75,74,73,-0.034482758620689655,-0.3448275862068966,0,2
2015,30,Real Madrid,Sevilla FC,86,83,81,79,76,77,1.896551724137931,0.41379310344827586,4,0
2015,31,Rayo Vallecano,Getafe CF,75,73,75,72,73,69,-0.7333333333333333,-0.8,2,0
2015,31,Atlético Madrid,Real Betis,81,78,79,73,71,68,1.0666666666666667,-0.43333333333333335,5,1
2015,31,UD Las Palmas,Valencia CF,73,70,67,81,79,77,-0.3333333333333333,-0.1,2,1
2015,31,FC Barcelona,Real Madrid,88,85,81,86,83,81,2.066666666666667,1.9666666666666666,1,2
2015,31,Celta Vigo,Deportivo La Coruña,75,74,73,71,72,72,-0.26666666666666666,-0.13333333333333333,1,1
2015,31,Athletic Bilbao,Granada CF,77,77,77,72,74,72,0.3,-0.8,1,1
2015,31,Málaga CF,Espanyol Barcelona,74,73,74,76,73,72,0.03333333333333333,-0.8333333333333334,1,1
2015,31,SD Eibar,Villarreal CF,72,72,72,78,76,74,0.0,0.4,1,2
2015,31,Sevilla FC,Real Sociedad,79,76,77,78,76,76,0.26666666666666666,-0.13333333333333333,1,2
2015,31,Levante UD,Sporting Gijón,73,71,73,63,67,70,-0.8666666666666667,-0.6666666666666666,0,0
2015,32,Granada CF,Málaga CF,72,74,72,74,73,74,-0.7741935483870968,0.03225806451612903,0,0
2015,32,Real Madrid,SD Eibar,86,83,81,72,72,72,1.935483870967742,-0.03225806451612903,4,0
2015,32,Espanyol Barcelona,Atlético Madrid,76,73,72,81,78,79,-0.8064516129032258,1.1612903225806452,1,3
2015,32,Real Sociedad,FC Barcelona,78,76,76,88,85,81,-0.0967741935483871,1.967741935483871,1,0
2015,32,Real Betis,Levante UD,73,71,68,73,71,73,-0.5483870967741935,-0.8387096774193549,1,0
2015,32,Sporting Gijón,Celta Vigo,63,67,70,75,74,73,-0.6451612903225806,-0.25806451612903225,0,1
2015,32,Valencia CF,Sevilla FC,81,79,77,79,76,77,-0.12903225806451613,0.22580645161290322,2,1
2015,32,Villarreal CF,Getafe CF,78,76,74,72,73,69,0.41935483870967744,-0.8387096774193549,2,0
2015,32,Athletic Bilbao,Rayo Vallecano,77,77,77,75,73,75,0.2903225806451613,-0.6451612903225806,1,0
2015,32,Deportivo La Coruña,UD Las Palmas,71,72,72,73,70,67,-0.12903225806451613,-0.2903225806451613,1,3
2015,33,Levante UD,Espanyol Barcelona,73,71,73,76,73,72,-0.84375,-0.84375,2,1
2015,33,Getafe CF,Real Madrid,72,73,69,86,83,81,-0.875,2.0,1,5
2015,33,UD Las Palmas,Sporting Gijón,73,70,67,63,67,70,-0.21875,-0.65625,1,1
2015,33,SD Eibar,Real Sociedad,72,72,72,78,76,76,-0.15625,-0.0625,2,1
2015,33,Celta Vigo,Real Betis,75,74,73,73,71,68,-0.21875,-0.5,1,1
2015,33,Málaga CF,Athletic Bilbao,74,73,74,77,77,77,0.03125,0.3125,0,1
2015,33,Sevilla FC,Deportivo La Coruña,79,76,77,71,72,72,0.1875,-0.1875,1,1
2015,33,Rayo Vallecano,Villarreal CF,75,73,75,78,76,74,-0.65625,0.46875,2,1
2015,33,Atlético Madrid,Granada CF,81,78,79,72,74,72,1.1875,-0.75,3,0
2015,33,FC Barcelona,Valencia CF,88,85,81,81,79,77,1.875,-0.09375,1,2
2015,34,Espanyol Barcelona,Celta Vigo,76,73,72,75,74,73,-0.8484848484848485,-0.21212121212121213,1,1
2015,34,Real Betis,UD Las Palmas,73,71,68,73,70,67,-0.48484848484848486,-0.21212121212121213,1,0
2015,34,Deportivo La Coruña,FC Barcelona,71,72,72,88,85,81,-0.18181818181818182,1.7878787878787878,0,8
2015,34,Valencia CF,SD Eibar,81,79,77,72,72,72,-0.06060606060606061,-0.12121212121212122,4,0
2015,34,Sporting Gijón,Sevilla FC,63,67,70,79,76,77,-0.6363636363636364,0.18181818181818182,2,1
2015,34,Athletic Bilbao,Atlético Madrid,77,77,77,81,78,79,0.3333333333333333,1.2424242424242424,0,1
2015,34,Málaga CF,Rayo Vallecano,74,73,74,75,73,75,0.0,-0.6060606060606061,1,1
2015,34,Real Madrid,Villarreal CF,86,83,81,78,76,74,2.0606060606060606,0.42424242424242425,3,0
2015,34,Real Sociedad,Getafe CF,78,76,76,72,73,69,-0.09090909090909091,-0.9696969696969697,1,2
2015,34,Granada CF,Levante UD,72,74,72,73,71,73,-0.8181818181818182,-0.7878787878787878,5,1
2015,35,UD Las Palmas,Espanyol Barcelona,73,70,67,76,73,72,-0.23529411764705882,-0.8235294117647058,4,0
2015,35,Rayo Vallecano,Real Madrid,75,73,75,86,83,81,-0.5882352941176471,2.088235294117647,2,3
2015,35,Atlético Madrid,Málaga CF,81,78,79,74,73,74,1.2352941176470589,0.0,1,0
2015,35,FC Barcelona,Sporting Gijón,88,85,81,63,67,70,1.9705882352941178,-0.5882352941176471,6,0
2015,35,SD Eibar,Deportivo La Coruña,72,72,72,71,72,72,-0.23529411764705882,-0.4117647058823529,1,1
2015,35,Levante UD,Athletic Bilbao,73,71,73,77,77,77,-0.8823529411764706,0.29411764705882354,2,2
2015,35,Sevilla FC,Real Betis,79,76,77,73,71,68,0.14705882352941177,-0.4411764705882353,2,0
2015,35,Getafe CF,Valencia CF,72,73,69,81,79,77,-0.9117647058823529,0.058823529411764705,2,2
2015,35,Villarreal CF,Real Sociedad,78,76,74,78,76,76,0.3235294117647059,-0.11764705882352941,0,0
2015,35,Celta Vigo,Granada CF,75,74,73,72,74,72,-0.20588235294117646,-0.6764705882352942,2,1
2015,36,Sporting Gijón,SD Eibar,63,67,70,72,72,72,-0.7428571428571429,-0.22857142857142856,2,0
2015,36,Real Sociedad,Real Madrid,78,76,76,86,83,81,-0.11428571428571428,2.057142857142857,0,1
2015,36,Atlético Madrid,Rayo Vallecano,81,78,79,75,73,75,1.2285714285714286,-0.6,1,0
2015,36,Real Betis,FC Barcelona,73,71,68,88,85,81,-0.4857142857142857,2.085714285714286,0,2
2015,36,Granada CF,UD Las Palmas,72,74,72,73,70,67,-0.6857142857142857,-0.11428571428571428,3,2
2015,36,Athletic Bilbao,Celta Vigo,77,77,77,75,74,73,0.2857142857142857,-0.17142857142857143,2,1
2015,36,Espanyol Barcelona,Sevilla FC,76,73,72,79,76,77,-0.9142857142857143,0.2,1,0
2015,36,Deportivo La Coruña,Getafe CF,71,72,72,72,73,69,-0.4,-0.8857142857142857,0,2
2015,36,Valencia CF,Villarreal CF,81,79,77,78,76,74,0.05714285714285714,0.3142857142857143,0,2
2015,36,Málaga CF,Levante UD,74,73,74,73,71,73,-0.02857142857142857,-0.8571428571428571,3,1
2015,37,Real Sociedad,Rayo Vallecano,78,76,76,75,73,75,-0.1388888888888889,-0.6111111111111112,2,1
2015,37,Real Madrid,Valencia CF,86,83,81,81,79,77,2.0277777777777777,0.0,3,2
2015,37,Villarreal CF,Deportivo La Coruña,78,76,74,71,72,72,0.3611111111111111,-0.4444444444444444,0,2
2015,37,Getafe CF,Sporting Gijón,72,73,69,63,67,70,-0.8055555555555556,-0.6666666666666666,1,1
2015,37,SD Eibar,Real Betis,72,72,72,73,71,68,-0.2777777777777778,-0.5277777777777778,1,1
2015,37,FC Barcelona,Espanyol Barcelona,88,85,81,76,73,72,2.0833333333333335,-0.8611111111111112,5,0
2015,37,Sevilla FC,Granada CF,79,76,77,72,74,72,0.16666666666666666,-0.6388888888888888,1,4
2015,37,UD Las Palmas,Athletic Bilbao,73,70,67,77,77,77,-0.1388888888888889,0.3055555555555556,0,0
2015,37,Celta Vigo,Málaga CF,75,74,73,74,73,74,-0.19444444444444445,0.027777777777777776,1,0
2015,37,Levante UD,Atlético Madrid,73,71,73,81,78,79,-0.8888888888888888,1.2222222222222223,2,1
2015,38,Valencia CF,Real Sociedad,81,79,77,78,76,76,-0.02702702702702703,-0.10810810810810811,0,1
2015,38,Deportivo La Coruña,Real Madrid,71,72,72,86,83,81,-0.3783783783783784,2.0,0,2
2015,38,Granada CF,FC Barcelona,72,74,72,88,85,81,-0.5405405405405406,2.1621621621621623,0,3
2015,38,Athletic Bilbao,Sevilla FC,77,77,77,79,76,77,0.2972972972972973,0.08108108108108109,3,1
2015,38,Atlético Madrid,Celta Vigo,81,78,79,75,74,73,1.162162162162162,-0.16216216216216217,2,0
2015,38,Málaga CF,UD Las Palmas,74,73,74,73,70,67,0.0,-0.13513513513513514,4,1
2015,38,Espanyol Barcelona,SD Eibar,76,73,72,72,72,72,-0.972972972972973,-0.2702702702702703,4,2
2015,38,Sporting Gijón,Villarreal CF,63,67,70,78,76,74,-0.6486486486486487,0.2972972972972973,2,0
2015,38,Real Betis,Getafe CF,73,71,68,72,73,69,-0.5135135135135135,-0.7837837837837838,2,1
2015,38,Rayo Vallecano,Levante UD,75,73,75,73,71,73,-0.6216216216216216,-0.8378378378378378,3,1
2017,2,Real Sociedad,Villarreal CF,79,78,76,79,81,79,1.0,-1.0,3,0
2017,2,Real Betis,Celta Vigo,79,76,74,79,79,78,-2.0,-1.0,2,1
2017,2,CD Alavés,FC Barcelona,73,76,75,92,85,83,-1.0,2.0,0,2
2017,2,Girona FC,Málaga CF,70,71,72,77,77,76,0.0,-1.0,1,0
2017,2,Levante UD,Deportivo La Coruña,76,74,73,77,77,76,1.0,-3.0,2,2
2017,2,UD Las Palmas,Atlético Madrid,77,79,76,84,82,84,-1.0,0.0,1,5
2017,2,SD Eibar,Athletic Bilbao,78,77,76,80,81,80,1.0,0.0,0,1
2017,2,Espanyol Barcelona,CD Leganés,78,77,76,74,76,75,0.0,1.0,0,1
2017,2,Getafe CF,Sevilla FC,72,71,72,80,81,80,0.0,0.0,0,1
2017,2,Real Madrid,Valencia CF,88,86,86,78,79,79,3.0,1.0,2,2
2017,3,CD Leganés,Getafe CF,74,76,75,72,71,72,1.0,-0.5,1,2
2017,3,Real Madrid,Levante UD,88,86,86,76,74,73,1.5,0.5,1,1
2017,3,Valencia CF,Atlético Madrid,78,79,79,84,82,84,0.5,2.0,0,0
2017,3,Sevilla FC,SD Eibar,80,81,80,78,77,76,0.5,0.0,3,0
2017,3,FC Barcelona,Espanyol Barcelona,92,85,83,78,77,76,2.0,-0.5,5,0
2017,3,Deportivo La Coruña,Real Sociedad,77,77,76,79,78,76,-1.5,2.0,2,4
2017,3,Athletic Bilbao,Girona FC,80,81,80,70,71,72,0.5,0.5,2,0
2017,3,Celta Vigo,CD Alavés,79,79,78,73,76,75,-1.0,-1.5,1,0
2017,3,Villarreal CF,Real Betis,79,81,79,79,76,74,-2.0,-0.5,3,1
2017,3,Málaga CF,UD Las Palmas,77,77,76,77,79,76,-1.0,-2.5,1,3
2017,4,SD Eibar,CD Leganés,78,77,76,74,76,75,-1.0,0.3333333333333333,1,0
2017,4,Levante UD,Valencia CF,76,74,73,78,79,79,0.3333333333333333,0.3333333333333333,1,1
2017,4,Getafe CF,FC Barcelona,72,71,72,92,85,83,0.0,3.0,1,2
2017,4,Real Betis,Deportivo La Coruña,79,76,74,77,77,76,-1.0,-1.6666666666666667,2,1
2017,4,Atlético Madrid,Málaga CF,84,82,84,77,77,76,1.3333333333333333,-1.3333333333333333,1,0
2017,4,CD Alavés,Villarreal CF,73,76,75,79,81,79,-1.3333333333333333,-0.6666666666666666,0,3
2017,4,Girona FC,Sevilla FC,70,71,72,80,81,80,-0.3333333333333333,1.3333333333333333,0,1
2017,4,UD Las Palmas,Athletic Bilbao,77,79,76,80,81,80,-1.0,1.0,1,0
2017,4,Real Sociedad,Real Madrid,79,78,76,88,86,86,2.0,1.0,1,3
2017,4,Espanyol Barcelona,Celta Vigo,78,77,76,79,79,78,-2.0,-0.3333333333333333,2,1
2017,5,Valencia CF,Málaga CF,78,79,79,77,77,76,0.25,-1.25,5,0
2017,5,FC Barcelona,SD Eibar,92,85,83,78,77,76,2.5,-0.5,6,1
2017,5,Athletic Bilbao,Atlético Madrid,80,81,80,84,82,84,0.5,1.25,1,2
2017,5,CD Leganés,Girona FC,74,76,75,70,71,72,0.0,-0.5,0,0
2017,5,Deportivo La Coruña,CD Alavés,77,77,76,73,76,75,-1.5,-1.75,1,0
2017,5,Real Madrid,Real Betis,88,86,86,79,76,74,1.25,-0.5,0,1
2017,5,Sevilla FC,UD Las Palmas,80,81,80,77,79,76,1.25,-0.5,1,0
2017,5,Villarreal CF,Espanyol Barcelona,79,81,79,78,77,76,0.25,-1.25,0,0
2017,5,Celta Vigo,Getafe CF,79,79,78,72,71,72,-0.5,-0.25,1,1
2017,5,Levante UD,Real Sociedad,76,74,73,79,78,76,0.25,1.0,3,0
2017,6,Atlético Madrid,Sevilla FC,84,82,84,80,81,80,1.2,1.2,2,0
2017,6,CD Alavés,Real Madrid,73,76,75,88,86,86,-1.6,0.8,1,2
2017,6,Málaga CF,Athletic Bilbao,77,77,76,80,81,80,-2.0,0.2,3,3
2017,6,Girona FC,FC Barcelona,70,71,72,92,85,83,-0.4,3.0,0,3
2017,6,Espanyol Barcelona,Deportivo La Coruña,78,77,76,77,77,76,-1.0,-1.0,4,1
2017,6,Getafe CF,Villarreal CF,72,71,72,79,81,79,-0.2,0.2,4,0
2017,6,SD Eibar,Celta Vigo,78,77,76,79,79,78,-1.4,-0.4,0,4
2017,6,UD Las Palmas,CD Leganés,77,79,76,74,76,75,-0.6,0.0,0,2
2017,6,Real Sociedad,Valencia CF,79,78,76,78,79,79,0.2,1.2,2,3
2017,6,Real Betis,Levante UD,79,76,74,76,74,73,-0.2,0.8,4,0
2017,7,Celta Vigo,Girona FC,79,79,78,70,71,72,0.3333333333333333,-0.8333333333333334,3,3
2017,7,Deportivo La Coruña,Getafe CF,77,77,76,72,71,72,-1.3333333333333333,0.5,2,1
2017,7,Sevilla FC,Málaga CF,80,81,80,77,77,76,0.6666666666666666,-1.6666666666666667,2,0
2017,7,Levante UD,CD Alavés,76,74,73,73,76,75,0.0,-1.5,0,2
2017,7,CD Leganés,Atlético Madrid,74,76,75,84,82,84,0.3333333333333333,1.3333333333333333,0,0
2017,7,Real Sociedad,Real Betis,79,78,76,79,76,74,0.0,0.5,4,4
2017,7,FC Barcelona,UD Las Palmas,92,85,83,77,79,76,3.0,-0.8333333333333334,3,0
2017,7,Valencia CF,Athletic Bilbao,78,79,79,80,81,80,1.1666666666666667,0.16666666666666666,3,2
2017,7,Villarreal CF,SD Eibar,79,81,79,78,77,76,-0.5,-1.8333333333333333,3,0
2017,7,Real Madrid,Espanyol Barcelona,88,86,86,78,77,76,0.8333333333333334,-0.3333333333333333,2,0
2017,8,Espanyol Barcelona,Levante UD,78,77,76,76,74,73,-0.5714285714285714,-0.2857142857142857,0,0
2017,8,Athletic Bilbao,Sevilla FC,80,81,80,80,81,80,0.0,0.8571428571428571,1,0
2017,8,Getafe CF,Real Madrid,72,71,72,88,86,86,0.2857142857142857,1.0,1,2
2017,8,CD Alavés,Real Sociedad,73,76,75,79,78,76,-1.0,0.0,0,2
2017,8,Atlético Madrid,FC Barcelona,84,82,84,92,85,83,1.1428571428571428,3.0,1,1
2017,8,SD Eibar,Deportivo La Coruña,78,77,76,77,77,76,-2.0,-1.0,0,0
2017,8,Girona FC,Villarreal CF,70,71,72,79,81,79,-0.7142857142857143,0.0,1,2
2017,8,Málaga CF,CD Leganés,77,77,76,74,76,75,-1.7142857142857142,0.2857142857142857,0,2
2017,8,Real Betis,Valencia CF,79,76,74,78,79,79,0.42857142857142855,1.1428571428571428,3,6
2017,8,UD Las Palmas,Celta Vigo,77,79,76,79,79,78,-1.1428571428571428,0.2857142857142857,2,5
2017,9,Levante UD,Getafe CF,76,74,73,72,71,72,-0.25,0.125,1,1
2017,9,Real Betis,CD Alavés,79,76,74,73,76,75,0.0,-1.125,2,0
2017,9,Valencia CF,Sevilla FC,78,79,79,80,81,80,1.375,0.625,4,0
2017,9,FC Barcelona,Málaga CF,92,85,83,77,77,76,2.625,-1.75,2,0
2017,9,Villarreal CF,UD Las Palmas,79,81,79,77,79,76,0.125,-1.375,4,0
2017,9,Celta Vigo,Atlético Madrid,79,79,78,84,82,84,0.625,1.0,0,1
2017,9,CD Leganés,Athletic Bilbao,74,76,75,80,81,80,0.5,0.125,1,0
2017,9,Real Madrid,SD Eibar,88,86,86,78,77,76,1.0,-1.75,3,0
2017,9,Real Sociedad,Espanyol Barcelona,79,78,76,78,77,76,0.25,-0.5,1,1
2017,9,Deportivo La Coruña,Girona FC,77,77,76,70,71,72,-0.875,-0.75,1,2
2017,10,CD Alavés,Valencia CF,73,76,75,78,79,79,-1.2222222222222223,1.6666666666666667,1,2
2017,10,Atlético Madrid,Villarreal CF,84,82,84,79,81,79,1.0,0.5555555555555556,1,1
2017,10,Athletic Bilbao,FC Barcelona,80,81,80,92,85,83,0.0,2.5555555555555554,0,2
2017,10,Sevilla FC,CD Leganés,80,81,80,74,76,75,0.1111111111111111,0.5555555555555556,2,1
2017,10,Getafe CF,Real Sociedad,72,71,72,79,78,76,0.1111111111111111,0.2222222222222222,2,1
2017,10,Girona FC,Real Madrid,70,71,72,88,86,86,-0.5555555555555556,1.2222222222222223,2,1
2017,10,SD Eibar,Levante UD,78,77,76,76,74,73,-1.8888888888888888,-0.2222222222222222,2,2
2017,10,Málaga CF,Celta Vigo,77,77,76,79,79,78,-1.7777777777777777,0.4444444444444444,2,1
2017,10,Espanyol Barcelona,Real Betis,78,77,76,79,76,74,-0.4444444444444444,0.2222222222222222,1,0
2017,10,UD Las Palmas,Deportivo La Coruña,77,79,76,77,77,76,-1.6666666666666667,-0.8888888888888888,1,3
2017,11,Real Betis,Getafe CF,79,76,74,72,71,72,0.1,0.2,2,2
2017,11,Valencia CF,CD Leganés,78,79,79,74,76,75,1.6,0.4,3,0
2017,11,Deportivo La Coruña,Atlético Madrid,77,77,76,84,82,84,-0.6,0.9,0,1
2017,11,CD Alavés,Espanyol Barcelona,73,76,75,78,77,76,-1.2,-0.3,1,0
2017,11,FC Barcelona,Sevilla FC,92,85,83,80,81,80,2.5,0.2,2,1
2017,11,Levante UD,Girona FC,76,74,73,70,71,72,-0.2,-0.4,1,2
2017,11,Celta Vigo,Athletic Bilbao,79,79,78,80,81,80,0.3,-0.2,3,1
2017,11,Real Sociedad,SD Eibar,79,78,76,78,77,76,0.1,-1.7,3,1
2017,11,Villarreal CF,Málaga CF,79,81,79,77,77,76,0.5,-1.5,2,0
2017,11,Real Madrid,UD Las Palmas,88,86,86,77,79,76,1.0,-1.7,3,0
2017,12,Girona FC,Real Sociedad,70,71,72,79,78,76,-0.2727272727272727,0.2727272727272727,1,1
2017,12,Getafe CF,CD Alavés,72,71,72,73,76,75,0.18181818181818182,-1.0,4,1
2017,12,CD Leganés,FC Barcelona,74,76,75,92,85,83,0.09090909090909091,2.3636363636363638,0,3
2017,12,Sevilla FC,Celta Vigo,80,81,80,79,79,78,0.09090909090909091,0.45454545454545453,2,1
2017,12,Atlético Madrid,Real Madrid,84,82,84,88,86,86,0.9090909090909091,1.1818181818181819,0,0
2017,12,Málaga CF,Deportivo La Coruña,77,77,76,77,77,76,-1.5454545454545454,-0.6363636363636364,3,2
2017,12,Espanyol Barcelona,Valencia CF,78,77,76,78,79,79,-0.36363636363636365,1.7272727272727273,0,2
2017,12,UD Las Palmas,Levante UD,77,79,76,76,74,73,-1.8181818181818181,-0.2727272727272727,0,2
2017,12,Athletic Bilbao,Villarreal CF,80,81,80,79,81,79,-0.36363636363636365,0.6363636363636364,1,1
2017,12,SD Eibar,Real Betis,78,77,76,79,76,74,-1.7272727272727273,0.09090909090909091,5,0
2017,13,Celta Vigo,CD Leganés,79,79,78,74,76,75,0.3333333333333333,-0.16666666666666666,1,0
2017,13,CD Alavés,SD Eibar,73,76,75,78,77,76,-1.1666666666666667,-1.1666666666666667,1,2
2017,13,Real Madrid,Málaga CF,88,86,86,77,77,76,1.0833333333333333,-1.3333333333333333,3,2
2017,13,Real Betis,Girona FC,79,76,74,70,71,72,-0.3333333333333333,-0.25,2,2
2017,13,Levante UD,Atlético Madrid,76,74,73,84,82,84,-0.08333333333333333,0.8333333333333334,0,5
2017,13,Deportivo La Coruña,Athletic Bilbao,77,77,76,80,81,80,-0.6666666666666666,-0.3333333333333333,2,2
2017,13,Real Sociedad,UD Las Palmas,79,78,76,77,79,76,0.25,-1.8333333333333333,2,2
2017,13,Villarreal CF,Sevilla FC,79,81,79,80,81,80,0.5833333333333334,0.16666666666666666,2,3
2017,13,Valencia CF,FC Barcelona,78,79,79,92,85,83,1.75,2.4166666666666665,1,1
2017,13,Espanyol Barcelona,Getafe CF,78,77,76,72,71,72,-0.5,0.4166666666666667,1,0
2017,14,Málaga CF,Levante UD,77,77,76,76,74,73,-1.3076923076923077,-0.46153846153846156,0,0
2017,14,FC Barcelona,Celta Vigo,92,85,83,79,79,78,2.230769230769231,0.38461538461538464,2,2
2017,14,Atlético Madrid,Real Sociedad,84,82,84,79,78,76,1.1538461538461537,0.23076923076923078,2,1
2017,14,Sevilla FC,Deportivo La Coruña,80,81,80,77,77,76,0.23076923076923078,-0.6153846153846154,2,0
2017,14,Athletic Bilbao,Real Madrid,80,81,80,88,86,86,-0.3076923076923077,1.0769230769230769,0,0
2017,14,CD Leganés,Villarreal CF,74,76,75,79,81,79,-0.23076923076923078,0.46153846153846156,3,1
2017,14,Getafe CF,Valencia CF,72,71,72,78,79,79,0.3076923076923077,1.6153846153846154,1,0
2017,14,SD Eibar,Espanyol Barcelona,78,77,76,78,77,76,-1.0,-0.38461538461538464,3,1
2017,14,UD Las Palmas,Real Betis,77,79,76,79,76,74,-1.6923076923076923,-0.3076923076923077,1,0
2017,14,Girona FC,CD Alavés,70,71,72,73,76,75,-0.23076923076923078,-1.1538461538461537,2,3
2017,15,CD Alavés,UD Las Palmas,73,76,75,77,79,76,-1.0,-1.5,2,0
2017,15,Getafe CF,SD Eibar,72,71,72,78,77,76,0.35714285714285715,-0.7857142857142857,0,0
2017,15,Real Madrid,Sevilla FC,88,86,86,80,81,80,1.0,0.35714285714285715,5,0
2017,15,Deportivo La Coruña,CD Leganés,77,77,76,74,76,75,-0.7142857142857143,-0.07142857142857142,1,0
2017,15,Valencia CF,Celta Vigo,78,79,79,79,79,78,1.4285714285714286,0.35714285714285715,2,1
2017,15,Real Sociedad,Málaga CF,79,78,76,77,77,76,0.14285714285714285,-1.2142857142857142,0,2
2017,15,Real Betis,Atlético Madrid,79,76,74,84,82,84,-0.35714285714285715,1.1428571428571428,0,1
2017,15,Levante UD,Athletic Bilbao,76,74,73,80,81,80,-0.42857142857142855,-0.2857142857142857,1,2
2017,15,Villarreal CF,FC Barcelona,79,81,79,92,85,83,0.2857142857142857,2.0714285714285716,0,2
2017,15,Espanyol Barcelona,Girona FC,78,77,76,70,71,72,-0.5,-0.2857142857142857,0,1
2017,16,Sevilla FC,Levante UD,80,81,80,76,74,73,0.0,-0.4666666666666667,0,0
2017,16,Athletic Bilbao,Real Sociedad,80,81,80,79,78,76,-0.2,0.0,0,0
2017,16,SD Eibar,Valencia CF,78,77,76,78,79,79,-0.7333333333333333,1.4,2,1
2017,16,Atlético Madrid,CD Alavés,84,82,84,73,76,75,1.1333333333333333,-0.8,1,0
2017,16,Girona FC,Getafe CF,70,71,72,72,71,72,-0.2,0.3333333333333333,1,0
2017,16,Celta Vigo,Villarreal CF,79,79,78,79,81,79,0.26666666666666666,0.13333333333333333,0,1
2017,16,UD Las Palmas,Espanyol Barcelona,77,79,76,78,77,76,-1.5333333333333334,-0.5333333333333333,2,2
2017,16,FC Barcelona,Deportivo La Coruña,92,85,83,77,77,76,2.066666666666667,-0.6,4,0
2017,16,Málaga CF,Real Betis,77,77,76,79,76,74,-1.0,-0.4,0,2
2017,16,CD Leganés,Real Madrid,74,76,75,88,86,86,-0.13333333333333333,1.2666666666666666,1,3
2017,17,Levante UD,CD Leganés,76,74,73,74,76,75,-0.4375,-0.25,0,0
2017,17,Getafe CF,UD Las Palmas,72,71,72,77,79,76,0.25,-1.4375,2,0
2017,17,Real Sociedad,Sevilla FC,79,78,76,80,81,80,0.0,0.0,3,1
2017,17,SD Eibar,Girona FC,78,77,76,70,71,72,-0.625,-0.125,4,1
2017,17,CD Alavés,Málaga CF,73,76,75,77,77,76,-0.8125,-1.0625,1,0
2017,17,Real Betis,Athletic Bilbao,79,76,74,80,81,80,-0.25,-0.1875,0,2
2017,17,Espanyol Barcelona,Atlético Madrid,78,77,76,84,82,84,-0.5,1.125,1,0
2017,17,Real Madrid,FC Barcelona,88,86,86,92,85,83,1.3125,2.1875,0,3
2017,17,Valencia CF,Villarreal CF,78,79,79,79,81,79,1.25,0.1875,0,1
2017,17,Deportivo La Coruña,Celta Vigo,77,77,76,79,79,78,-0.8125,0.1875,1,3
