Year,Week,Club1,Club2,Att1,Mid1,Def1,Att2,Mid2,Def2,Diff1,Diff2,Goals1,Goals2
2017,18,Atlético Madrid,Getafe CF,84,82,84,72,71,72,1.0,0.35294117647058826,2,0
2017,18,Valencia CF,Girona FC,78,79,79,70,71,72,1.1176470588235294,-0.29411764705882354,2,1
2017,18,UD Las Palmas,SD Eibar,77,79,76,78,77,76,-1.4705882352941178,-0.4117647058823529,1,2
2017,18,Sevilla FC,Real Betis,80,81,80,79,76,74,-0.11764705882352941,-0.35294117647058826,3,5
2017,18,CD Leganés,Real Sociedad,74,76,75,79,78,76,-0.23529411764705882,0.11764705882352941,1,0
2017,18,FC Barcelona,Levante UD,92,85,83,76,74,73,2.235294117647059,-0.4117647058823529,3,0
2017,18,Athletic Bilbao,CD Alavés,80,81,80,73,76,75,-0.058823529411764705,-0.7058823529411765,2,0
2017,18,Villarreal CF,Deportivo La Coruña,79,81,79,77,77,76,0.23529411764705882,-0.8823529411764706,1,1
2017,18,Celta Vigo,Real Madrid,79,79,78,88,86,86,0.29411764705882354,1.0588235294117647,2,2
2017,18,Málaga CF,Espanyol Barcelona,77,77,76,78,77,76,-1.0588235294117647,-0.4117647058823529,0,1
2017,19,Getafe CF,Málaga CF,72,71,72,77,77,76,0.2222222222222222,-1.0555555555555556,1,0
2017,19,Girona FC,UD Las Palmas,70,71,72,77,79,76,-0.3333333333333333,-1.4444444444444444,6,0
2017,19,Real Madrid,Villarreal CF,88,86,86,79,81,79,1.0,0.2222222222222222,0,1
2017,19,SD Eibar,Atlético Madrid,78,77,76,84,82,84,-0.3333333333333333,1.0555555555555556,0,1
2017,19,Deportivo La Coruña,Valencia CF,77,77,76,78,79,79,-0.8333333333333334,1.1111111111111112,1,2
2017,19,Levante UD,Celta Vigo,76,74,73,79,79,78,-0.5555555555555556,0.2777777777777778,0,1
2017,19,CD Alavés,Sevilla FC,73,76,75,80,81,80,-0.7777777777777778,-0.2222222222222222,1,0
2017,19,Espanyol Barcelona,Athletic Bilbao,78,77,76,80,81,80,-0.3333333333333333,0.05555555555555555,1,1
2017,19,Real Sociedad,FC Barcelona,79,78,76,92,85,83,0.05555555555555555,2.2777777777777777,2,4
2017,19,Real Betis,CD Leganés,79,76,74,74,76,75,-0.2222222222222222,-0.16666666666666666,3,2
2017,20,Getafe CF,Athletic Bilbao,72,71,72,80,81,80,0.2631578947368421,0.05263157894736842,2,2
2017,20,Espanyol Barcelona,Sevilla FC,78,77,76,80,81,80,-0.3157894736842105,-0.2631578947368421,0,3
2017,20,Atlético Madrid,Girona FC,84,82,84,70,71,72,1.0526315789473684,0.0,1,1
2017,20,Villarreal CF,Levante UD,79,81,79,76,74,73,0.2631578947368421,-0.5789473684210527,2,1
2017,20,UD Las Palmas,Valencia CF,77,79,76,78,79,79,-1.6842105263157894,1.105263157894737,2,1
2017,20,CD Alavés,CD Leganés,73,76,75,74,76,75,-0.6842105263157895,-0.21052631578947367,2,2
2017,20,Real Madrid,Deportivo La Coruña,88,86,86,77,77,76,0.8947368421052632,-0.8421052631578947,7,1
2017,20,Real Sociedad,Celta Vigo,79,78,76,79,79,78,-0.05263157894736842,0.3157894736842105,1,2
2017,20,Real Betis,FC Barcelona,79,76,74,92,85,83,-0.15789473684210525,2.263157894736842,0,5
2017,20,SD Eibar,Málaga CF,78,77,76,77,77,76,-0.3684210526315789,-1.0526315789473684,1,1
2017,21,Athletic Bilbao,SD Eibar,80,81,80,78,77,76,0.05,-0.35,1,1
2017,21,Deportivo La Coruña,Levante UD,77,77,76,76,74,73,-1.1,-0.6,2,2
2017,21,Valencia CF,Real Madrid,78,79,79,88,86,86,1.0,1.15,1,4
2017,21,Málaga CF,Girona FC,77,77,76,70,71,72,-1.0,0.0,0,0
2017,21,Villarreal CF,Real Sociedad,79,81,79,79,78,76,0.3,-0.1,4,2
2017,21,CD Leganés,Espanyol Barcelona,74,76,75,78,77,76,-0.2,-0.45,3,2
2017,21,Atlético Madrid,UD Las Palmas,84,82,84,77,79,76,1.0,-1.55,3,0
2017,21,Sevilla FC,Getafe CF,80,81,80,72,71,72,-0.1,0.25,1,1
2017,21,FC Barcelona,CD Alavés,92,85,83,73,76,75,2.4,-0.65,2,1
2017,21,Celta Vigo,Real Betis,79,79,78,79,76,74,0.35,-0.4,3,2
2017,22,Real Sociedad,Deportivo La Coruña,79,78,76,77,77,76,-0.19047619047619047,-1.0476190476190477,5,0
2017,22,SD Eibar,Sevilla FC,78,77,76,80,81,80,-0.3333333333333333,-0.09523809523809523,5,1
2017,22,Real Betis,Villarreal CF,79,76,74,79,81,79,-0.42857142857142855,0.38095238095238093,2,1
2017,22,CD Alavés,Celta Vigo,73,76,75,79,79,78,-0.6666666666666666,0.38095238095238093,2,1
2017,22,Levante UD,Real Madrid,76,74,73,88,86,86,-0.5714285714285714,1.2380952380952381,2,2
2017,22,Getafe CF,CD Leganés,72,71,72,74,76,75,0.23809523809523808,-0.14285714285714285,0,0
2017,22,Espanyol Barcelona,FC Barcelona,78,77,76,92,85,83,-0.47619047619047616,2.3333333333333335,1,1
2017,22,Girona FC,Athletic Bilbao,70,71,72,80,81,80,0.0,0.047619047619047616,2,0
2017,22,Atlético Madrid,Valencia CF,84,82,84,78,79,79,1.0952380952380953,0.8095238095238095,1,0
2017,22,UD Las Palmas,Málaga CF,77,79,76,77,77,76,-1.619047619047619,-0.9523809523809523,1,0
2017,23,Athletic Bilbao,UD Las Palmas,80,81,80,77,79,76,-0.045454545454545456,-1.5,0,0
2017,23,Villarreal CF,CD Alavés,79,81,79,73,76,75,0.3181818181818182,-0.5909090909090909,1,2
2017,23,Málaga CF,Atlético Madrid,77,77,76,84,82,84,-0.9545454545454546,1.0909090909090908,0,1
2017,23,CD Leganés,SD Eibar,74,76,75,78,77,76,-0.13636363636363635,-0.13636363636363635,0,1
2017,23,Real Madrid,Real Sociedad,88,86,86,79,78,76,1.1818181818181819,0.045454545454545456,5,2
2017,23,Sevilla FC,Girona FC,80,81,80,70,71,72,-0.2727272727272727,0.09090909090909091,1,0
2017,23,FC Barcelona,Getafe CF,92,85,83,72,71,72,2.227272727272727,0.22727272727272727,0,0
2017,23,Celta Vigo,Espanyol Barcelona,79,79,78,78,77,76,0.3181818181818182,-0.45454545454545453,2,2
2017,23,Valencia CF,Levante UD,78,79,79,76,74,73,0.7272727272727273,-0.5454545454545454,3,1
2017,23,Deportivo La Coruña,Real Betis,77,77,76,79,76,74,-1.2272727272727273,-0.36363636363636365,0,1
2017,24,Girona FC,CD Leganés,70,71,72,74,76,75,0.043478260869565216,-0.17391304347826086,3,0
2017,24,UD Las Palmas,Sevilla FC,77,79,76,80,81,80,-1.434782608695652,-0.21739130434782608,1,2
2017,24,SD Eibar,FC Barcelona,78,77,76,92,85,83,-0.08695652173913043,2.130434782608696,0,2
2017,24,CD Alavés,Deportivo La Coruña,73,76,75,77,77,76,-0.5217391304347826,-1.2173913043478262,1,0
2017,24,Málaga CF,Valencia CF,77,77,76,78,79,79,-0.9565217391304348,0.782608695652174,1,2
2017,24,Real Sociedad,Levante UD,79,78,76,76,74,73,-0.08695652173913043,-0.6086956521739131,3,0
2017,24,Atlético Madrid,Athletic Bilbao,84,82,84,80,81,80,1.0869565217391304,-0.043478260869565216,2,0
2017,24,Espanyol Barcelona,Villarreal CF,78,77,76,79,81,79,-0.43478260869565216,0.2608695652173913,1,1
2017,24,Real Betis,Real Madrid,79,76,74,88,86,86,-0.30434782608695654,1.2608695652173914,3,5
2017,24,Getafe CF,Celta Vigo,72,71,72,79,79,78,0.21739130434782608,0.30434782608695654,3,0
2017,25,Deportivo La Coruña,Espanyol Barcelona,77,77,76,78,77,76,-1.2083333333333333,-0.4166666666666667,0,0
2017,25,Celta Vigo,SD Eibar,79,79,78,78,77,76,0.16666666666666666,-0.16666666666666666,2,0
2017,25,Real Madrid,CD Alavés,88,86,86,73,76,75,1.2916666666666667,-0.4583333333333333,4,0
2017,25,CD Leganés,UD Las Palmas,74,76,75,77,79,76,-0.2916666666666667,-1.4166666666666667,0,0
2017,25,FC Barcelona,Girona FC,92,85,83,70,71,72,2.125,0.16666666666666666,6,1
2017,25,Villarreal CF,Getafe CF,79,81,79,72,71,72,0.25,0.3333333333333333,1,0
2017,25,Athletic Bilbao,Málaga CF,80,81,80,77,77,76,-0.125,-0.9583333333333334,2,1
2017,25,Valencia CF,Real Sociedad,78,79,79,79,78,76,0.7916666666666666,0.041666666666666664,2,1
2017,25,Sevilla FC,Atlético Madrid,80,81,80,84,82,84,-0.16666666666666666,1.125,2,5
2017,25,Levante UD,Real Betis,76,74,73,79,76,74,-0.7083333333333334,-0.375,0,2
2017,26,Espanyol Barcelona,Real Madrid,78,77,76,88,86,86,-0.4,1.4,1,0
2017,26,Girona FC,Celta Vigo,70,71,72,79,79,78,-0.04,0.24,1,0
2017,26,Athletic Bilbao,Valencia CF,80,81,80,78,79,79,-0.08,0.8,1,1
2017,26,Getafe CF,Deportivo La Coruña,72,71,72,77,77,76,0.28,-1.16,3,0
2017,26,Málaga CF,Sevilla FC,77,77,76,80,81,80,-0.96,-0.28,0,1
2017,26,Atlético Madrid,CD Leganés,84,82,84,74,76,75,1.2,-0.28,4,0
2017,26,SD Eibar,Villarreal CF,78,77,76,79,81,79,-0.24,0.28,1,0
2017,26,Real Betis,Real Sociedad,79,76,74,79,78,76,-0.28,0.0,0,0
2017,26,UD Las Palmas,FC Barcelona,77,79,76,92,85,83,-1.36,2.24,1,1
2017,26,CD Alavés,Levante UD,73,76,75,76,74,73,-0.6,-0.76,1,0
2017,27,Villarreal CF,Girona FC,79,81,79,70,71,72,0.23076923076923078,0.0,0,2
2017,27,Sevilla FC,Athletic Bilbao,80,81,80,80,81,80,-0.23076923076923078,-0.07692307692307693,2,0
2017,27,Deportivo La Coruña,SD Eibar,77,77,76,78,77,76,-1.2307692307692308,-0.19230769230769232,1,1
2017,27,CD Leganés,Málaga CF,74,76,75,77,77,76,-0.4230769230769231,-0.9615384615384616,2,0
2017,27,Real Madrid,Getafe CF,88,86,86,72,71,72,1.3076923076923077,0.38461538461538464,3,1
2017,27,Levante UD,Espanyol Barcelona,76,74,73,78,77,76,-0.7692307692307693,-0.34615384615384615,1,1
2017,27,FC Barcelona,Atlético Madrid,92,85,83,84,82,84,2.1538461538461537,1.3076923076923077,1,0
2017,27,Real Sociedad,CD Alavés,79,78,76,73,76,75,0.0,-0.5384615384615384,2,1
2017,27,Valencia CF,Real Betis,78,79,79,79,76,74,0.7692307692307693,-0.2692307692307692,2,0
2017,27,Celta Vigo,UD Las Palmas,79,79,78,77,79,76,0.19230769230769232,-1.3076923076923077,2,1
2017,28,Girona FC,Deportivo La Coruña,70,71,72,77,77,76,0.07407407407407407,-1.1851851851851851,2,0
2017,28,SD Eibar,Real Madrid,78,77,76,88,86,86,-0.18518518518518517,1.3333333333333333,1,2
2017,28,Sevilla FC,Valencia CF,80,81,80,78,79,79,-0.14814814814814814,0.8148148148148148,0,2
2017,28,Getafe CF,Levante UD,72,71,72,76,74,73,0.2962962962962963,-0.7407407407407407,0,1
2017,28,Málaga CF,FC Barcelona,77,77,76,92,85,83,-1.0,2.111111111111111,0,2
2017,28,Espanyol Barcelona,Real Sociedad,78,77,76,79,78,76,-0.3333333333333333,0.037037037037037035,2,1
2017,28,Atlético Madrid,Celta Vigo,84,82,84,79,79,78,1.2222222222222223,0.2222222222222222,3,0
2017,28,UD Las Palmas,Villarreal CF,77,79,76,79,81,79,-1.2962962962962963,0.14814814814814814,0,2
2017,28,Athletic Bilbao,CD Leganés,80,81,80,74,76,75,-0.14814814814814814,-0.3333333333333333,2,0
2017,28,CD Alavés,Real Betis,73,76,75,79,76,74,-0.5555555555555556,-0.3333333333333333,1,3
2017,29,Levante UD,SD Eibar,76,74,73,78,77,76,-0.6785714285714286,-0.21428571428571427,2,1
2017,29,Deportivo La Coruña,UD Las Palmas,77,77,76,77,79,76,-1.2142857142857142,-1.3214285714285714,1,1
2017,29,Valencia CF,CD Alavés,78,79,79,73,76,75,0.8571428571428571,-0.6071428571428571,3,1
2017,29,Real Sociedad,Getafe CF,79,78,76,72,71,72,0.0,0.25,1,2
2017,29,Real Betis,Espanyol Barcelona,79,76,74,78,77,76,-0.25,-0.2857142857142857,3,0
2017,29,CD Leganés,Sevilla FC,74,76,75,80,81,80,-0.39285714285714285,-0.21428571428571427,2,1
2017,29,FC Barcelona,Athletic Bilbao,92,85,83,80,81,80,2.107142857142857,-0.07142857142857142,2,0
2017,29,Celta Vigo,Málaga CF,79,79,78,77,77,76,0.10714285714285714,-1.0357142857142858,0,0
2017,29,Villarreal CF,Atlético Madrid,79,81,79,84,82,84,0.21428571428571427,1.2857142857142858,2,1
2017,29,Real Madrid,Girona FC,88,86,86,70,71,72,1.3214285714285714,0.14285714285714285,6,3
2017,30,Girona FC,Levante UD,70,71,72,76,74,73,0.034482758620689655,-0.6206896551724138,1,1
2017,30,Athletic Bilbao,Celta Vigo,80,81,80,79,79,78,-0.13793103448275862,0.10344827586206896,1,1
2017,30,UD Las Palmas,Real Madrid,77,79,76,88,86,86,-1.2758620689655173,1.3793103448275863,0,3
2017,30,Sevilla FC,FC Barcelona,80,81,80,92,85,83,-0.2413793103448276,2.103448275862069,2,2
2017,30,Espanyol Barcelona,CD Alavés,78,77,76,73,76,75,-0.3793103448275862,-0.6551724137931034,0,0
2017,30,CD Leganés,Valencia CF,74,76,75,78,79,79,-0.3448275862068966,0.896551724137931,0,1
2017,30,SD Eibar,Real Sociedad,78,77,76,79,78,76,-0.2413793103448276,-0.034482758620689655,0,0
2017,30,Málaga CF,Villarreal CF,77,77,76,79,81,79,-1.0,0.2413793103448276,1,0
2017,30,Atlético Madrid,Deportivo La Coruña,84,82,84,77,77,76,1.206896551724138,-1.1724137931034482,1,0
2017,30,Getafe CF,Real Betis,72,71,72,79,76,74,0.27586206896551724,-0.13793103448275862,0,1
2017,31,Deportivo La Coruña,Málaga CF,77,77,76,77,77,76,-1.1666666666666667,-0.9333333333333333,3,2
2017,31,CD Alavés,Getafe CF,73,76,75,72,71,72,-0.6333333333333333,0.23333333333333334,2,0
2017,31,Celta Vigo,Sevilla FC,79,79,78,80,81,80,0.1,-0.23333333333333334,4,0
2017,31,Real Betis,SD Eibar,79,76,74,78,77,76,-0.1,-0.23333333333333334,2,0
2017,31,FC Barcelona,CD Leganés,92,85,83,74,76,75,2.033333333333333,-0.36666666666666664,3,1
2017,31,Levante UD,UD Las Palmas,76,74,73,77,79,76,-0.6,-1.3333333333333333,2,1
2017,31,Real Madrid,Atlético Madrid,88,86,86,84,82,84,1.4333333333333333,1.2,1,1
2017,31,Real Sociedad,Girona FC,79,78,76,70,71,72,-0.03333333333333333,0.03333333333333333,5,0
2017,31,Valencia CF,Espanyol Barcelona,78,79,79,78,77,76,0.9,-0.36666666666666664,1,0
2017,31,Villarreal CF,Athletic Bilbao,79,81,79,80,81,80,0.2,-0.13333333333333333,1,3
2017,32,Girona FC,Real Betis,70,71,72,79,76,74,-0.12903225806451613,-0.03225806451612903,0,1
2017,32,Sevilla FC,Villarreal CF,80,81,80,79,81,79,-0.3548387096774194,0.12903225806451613,2,2
2017,32,FC Barcelona,Valencia CF,92,85,83,78,79,79,2.032258064516129,0.9032258064516129,2,1
2017,32,UD Las Palmas,Real Sociedad,77,79,76,79,78,76,-1.3225806451612903,0.12903225806451613,0,1
2017,32,CD Leganés,Celta Vigo,74,76,75,79,79,78,-0.41935483870967744,0.22580645161290322,1,0
2017,32,Athletic Bilbao,Deportivo La Coruña,80,81,80,77,77,76,-0.06451612903225806,-1.096774193548387,2,3
2017,32,SD Eibar,CD Alavés,78,77,76,73,76,75,-0.2903225806451613,-0.5483870967741935,0,1
2017,32,Atlético Madrid,Levante UD,84,82,84,76,74,73,1.1612903225806452,-0.5483870967741935,3,0
2017,32,Getafe CF,Espanyol Barcelona,72,71,72,78,77,76,0.16129032258064516,-0.3870967741935484,1,0
2017,32,Málaga CF,Real Madrid,77,77,76,88,86,86,-0.9354838709677419,1.3870967741935485,1,2
2017,33,Deportivo La Coruña,Sevilla FC,77,77,76,80,81,80,-1.03125,-0.34375,0,0
2017,33,Celta Vigo,FC Barcelona,79,79,78,92,85,83,0.1875,2.0,2,2
2017,33,Villarreal CF,CD Leganés,79,81,79,74,76,75,0.125,-0.375,2,1
2017,33,Espanyol Barcelona,SD Eibar,78,77,76,78,77,76,-0.40625,-0.3125,0,1
2017,33,Valencia CF,Getafe CF,78,79,79,72,71,72,0.84375,0.1875,1,2
2017,33,Real Madrid,Athletic Bilbao,88,86,86,80,81,80,1.375,-0.09375,1,1
2017,33,CD Alavés,Girona FC,73,76,75,70,71,72,-0.5,-0.15625,1,2
2017,33,Real Sociedad,Atlético Madrid,79,78,76,84,82,84,0.15625,1.21875,3,0
2017,33,Real Betis,UD Las Palmas,79,76,74,77,79,76,0.0,-1.3125,1,0
2017,33,Levante UD,Málaga CF,76,74,73,77,77,76,-0.625,-0.9375,1,0
2017,34,CD Leganés,Deportivo La Coruña,74,76,75,77,77,76,-0.3939393939393939,-1.0,0,0
2017,34,SD Eibar,Getafe CF,78,77,76,72,71,72,-0.2727272727272727,0.21212121212121213,0,1
2017,34,Celta Vigo,Valencia CF,79,79,78,78,79,79,0.18181818181818182,0.7878787878787878,1,1
2017,34,Girona FC,Espanyol Barcelona,70,71,72,78,77,76,-0.12121212121212122,-0.42424242424242425,0,2
2017,34,Málaga CF,Real Sociedad,77,77,76,79,78,76,-0.9393939393939394,0.24242424242424243,2,0
2017,34,UD Las Palmas,CD Alavés,77,79,76,73,76,75,-1.303030303030303,-0.5151515151515151,0,4
2017,34,Atlético Madrid,Real Betis,84,82,84,79,76,74,1.0909090909090908,0.030303030303030304,0,0
2017,34,Athletic Bilbao,Levante UD,80,81,80,76,74,73,-0.09090909090909091,-0.5757575757575758,1,3
2017,34,FC Barcelona,Villarreal CF,92,85,83,79,81,79,1.9393939393939394,0.15151515151515152,5,1
2017,34,Sevilla FC,Real Madrid,80,81,80,88,86,86,-0.3333333333333333,1.3333333333333333,3,2
2017,35,Levante UD,Sevilla FC,76,74,73,80,81,80,-0.5,-0.29411764705882354,2,1
2017,35,Espanyol Barcelona,UD Las Palmas,78,77,76,77,79,76,-0.35294117647058826,-1.3823529411764706,1,1
2017,35,Real Sociedad,Athletic Bilbao,79,78,76,80,81,80,0.17647058823529413,-0.14705882352941177,3,1
2017,35,Real Madrid,CD Leganés,88,86,86,74,76,75,1.2647058823529411,-0.38235294117647056,2,1
2017,35,Villarreal CF,Celta Vigo,79,81,79,79,79,78,0.029411764705882353,0.17647058823529413,4,1
2017,35,Getafe CF,Girona FC,72,71,72,70,71,72,0.23529411764705882,-0.17647058823529413,1,1
2017,35,CD Alavés,Atlético Madrid,73,76,75,84,82,84,-0.38235294117647056,1.0588235294117647,0,1
2017,35,Valencia CF,SD Eibar,78,79,79,78,77,76,0.7647058823529411,-0.29411764705882354,0,0
2017,35,Deportivo La Coruña,FC Barcelona,77,77,76,92,85,83,-0.9705882352941176,2.0,2,4
2017,35,Real Betis,Málaga CF,79,76,74,77,77,76,0.029411764705882353,-0.8529411764705882,2,1
2017,36,Sevilla FC,Real Sociedad,80,81,80,79,78,76,-0.3142857142857143,0.22857142857142856,1,0
2017,36,Girona FC,SD Eibar,70,71,72,78,77,76,-0.17142857142857143,-0.2857142857142857,1,4
2017,36,Athletic Bilbao,Real Betis,80,81,80,79,76,74,-0.2,0.05714285714285714,2,0
2017,36,Celta Vigo,Deportivo La Coruña,79,79,78,77,77,76,0.08571428571428572,-1.0,1,1
2017,36,Villarreal CF,Valencia CF,79,81,79,78,79,79,0.11428571428571428,0.7428571428571429,1,0
2017,36,Málaga CF,CD Alavés,77,77,76,73,76,75,-0.8571428571428571,-0.4,0,3
2017,36,Atlético Madrid,Espanyol Barcelona,84,82,84,78,77,76,1.0571428571428572,-0.34285714285714286,0,2
2017,36,UD Las Palmas,Getafe CF,77,79,76,72,71,72,-1.3428571428571427,0.22857142857142856,0,1
2017,36,FC Barcelona,Real Madrid,92,85,83,88,86,86,2.0,1.2571428571428571,2,2
2017,36,CD Leganés,Levante UD,74,76,75,76,74,73,-0.4,-0.45714285714285713,0,3
2017,37,Real Sociedad,CD Leganés,79,78,76,74,76,75,0.19444444444444445,-0.4722222222222222,3,2
2017,37,CD Alavés,Athletic Bilbao,73,76,75,80,81,80,-0.3055555555555556,-0.1388888888888889,3,1
2017,37,Real Betis,Sevilla FC,79,76,74,80,81,80,0.0,-0.2777777777777778,2,2
2017,37,Deportivo La Coruña,Villarreal CF,77,77,76,79,81,79,-0.9722222222222222,0.1388888888888889,2,4
2017,37,SD Eibar,UD Las Palmas,78,77,76,77,79,76,-0.19444444444444445,-1.3333333333333333,1,0
2017,37,Getafe CF,Atlético Madrid,72,71,72,84,82,84,0.25,0.9722222222222222,0,1
2017,37,Girona FC,Valencia CF,70,71,72,78,79,79,-0.25,0.6944444444444444,0,1
2017,37,Real Madrid,Celta Vigo,88,86,86,79,79,78,1.2222222222222223,0.08333333333333333,6,0
2017,37,Espanyol Barcelona,Málaga CF,78,77,76,77,77,76,-0.2777777777777778,-0.9166666666666666,4,1
2017,37,Levante UD,FC Barcelona,76,74,73,92,85,83,-0.3611111111111111,1.9444444444444444,5,4
2017,38,Celta Vigo,Levante UD,79,79,78,76,74,73,-0.08108108108108109,-0.32432432432432434,4,2
2017,38,CD Leganés,Real Betis,74,76,75,79,76,74,-0.4864864864864865,0.0,3,2
2017,38,UD Las Palmas,Girona FC,77,79,76,70,71,72,-1.3243243243243243,-0.2702702702702703,1,2
2017,38,Málaga CF,Getafe CF,77,77,76,72,71,72,-0.972972972972973,0.21621621621621623,0,1
2017,38,Sevilla FC,CD Alavés,80,81,80,73,76,75,-0.2702702702702703,-0.24324324324324326,1,0
2017,38,Villarreal CF,Real Madrid,79,81,79,88,86,86,0.1891891891891892,1.3513513513513513,2,2
2017,38,Valencia CF,Deportivo La Coruña,78,79,79,77,77,76,0.7027027027027027,-1.0,2,1
2017,38,Athletic Bilbao,Espanyol Barcelona,80,81,80,78,77,76,-0.1891891891891892,-0.1891891891891892,0,1
2017,38,Atlético Madrid,SD Eibar,84,82,84,78,77,76,0.972972972972973,-0.16216216216216217,2,2
2017,38,FC Barcelona,Real Sociedad,92,85,83,79,78,76,1.864864864864865,0.21621621621621623,1,0
2018,2,Getafe CF,SD Eibar,75,74,75,77,78,75,-2.0,-1.0,2,0
2018,2,CD Leganés,Real Sociedad,74,75,74,80,78,76,-1.0,1.0,2,2
2018,2,CD Alavés,Real Betis,77,75,74,79,79,76,-3.0,-3.0,0,0
2018,2,Atlético Madrid,Rayo Vallecano,85,82,83,73,73,72,0.0,-3.0,1,0
2018,2,Real Valladolid,FC Barcelona,75,71,71,93,84,84,0.0,3.0,0,1
2018,2,Espanyol Barcelona,Valencia CF,79,78,76,80,80,80,0.0,0.0,2,0
2018,2,Girona FC,Real Madrid,79,76,75,86,86,86,0.0,2.0,1,4
2018,2,Sevilla FC,Villarreal CF,80,80,79,79,79,80,3.0,-1.0,0,0
2018,2,Levante UD,Celta Vigo,75,76,75,78,78,78,3.0,0.0,1,2
2018,2,Athletic Bilbao,SD Huesca,81,79,78,71,70,69,1.0,1.0,2,2
2018,3,Getafe CF,Real Valladolid,75,74,75,75,71,71,0.0,-0.5,0,0
2018,3,SD Eibar,Real Sociedad,77,78,75,80,78,76,-1.5,0.5,2,1
2018,3,Villarreal CF,Girona FC,79,79,80,79,76,75,-0.5,-1.5,0,1
2018,3,Celta Vigo,Atlético Madrid,78,78,78,85,82,83,0.5,0.5,2,0
2018,3,Real Madrid,CD Leganés,86,86,86,74,75,74,2.5,-0.5,4,1
2018,3,Levante UD,Valencia CF,75,76,75,80,80,80,1.0,-1.0,2,2
2018,3,CD Alavés,Espanyol Barcelona,77,75,74,79,78,76,-1.5,1.0,2,1
2018,3,FC Barcelona,SD Huesca,93,84,84,71,70,69,2.0,0.5,8,2
2018,3,Real Betis,Sevilla FC,79,79,76,80,80,79,-1.5,1.5,1,0
2018,3,Rayo Vallecano,Athletic Bilbao,73,73,72,81,79,78,-2.0,0.5,1,1
2018,4,SD Huesca,Rayo Vallecano,71,70,69,73,73,72,-1.6666666666666667,-1.3333333333333333,0,1
2018,4,Atlético Madrid,SD Eibar,85,82,83,77,78,75,-0.3333333333333333,-0.6666666666666666,1,1
2018,4,Real Sociedad,FC Barcelona,80,78,76,93,84,84,0.0,3.3333333333333335,1,2
2018,4,Valencia CF,Real Betis,80,80,80,79,79,76,-0.6666666666666666,-0.6666666666666666,0,0
2018,4,Athletic Bilbao,Real Madrid,81,79,78,86,86,86,0.3333333333333333,2.6666666666666665,1,1
2018,4,CD Leganés,Villarreal CF,74,75,74,79,79,80,-1.3333333333333333,-0.6666666666666666,0,1
2018,4,Espanyol Barcelona,Levante UD,79,78,76,75,76,75,0.3333333333333333,0.6666666666666666,1,0
2018,4,Real Valladolid,CD Alavés,75,71,71,77,75,74,-0.3333333333333333,-0.6666666666666666,0,1
2018,4,Sevilla FC,Getafe CF,80,80,79,75,74,75,0.6666666666666666,0.0,0,2
2018,4,Girona FC,Celta Vigo,79,76,75,78,78,78,-0.6666666666666666,1.0,3,2
2018,5,SD Huesca,Real Sociedad,71,70,69,80,78,76,-1.5,-0.25,0,1
2018,5,Rayo Vallecano,CD Alavés,73,73,72,77,75,74,-0.75,-0.25,1,5
2018,5,Celta Vigo,Real Valladolid,78,78,78,75,71,71,0.5,-0.5,3,3
2018,5,SD Eibar,CD Leganés,77,78,75,74,75,74,-0.5,-1.25,1,0
2018,5,Getafe CF,Atlético Madrid,75,74,75,85,82,83,0.5,-0.25,0,2
2018,5,Real Madrid,Espanyol Barcelona,86,86,86,79,78,76,2.0,0.5,1,0
2018,5,Levante UD,Sevilla FC,75,76,75,80,80,79,0.25,0.0,2,6
2018,5,Villarreal CF,Valencia CF,79,79,80,80,80,80,-0.25,-0.5,0,0
2018,5,Real Betis,Athletic Bilbao,79,79,76,81,79,78,-0.5,0.25,2,2
2018,5,FC Barcelona,Girona FC,93,84,84,79,76,75,2.75,-0.25,2,2
2018,6,Espanyol Barcelona,SD Eibar,79,78,76,77,78,75,0.2,-0.2,1,0
2018,6,Real Sociedad,Rayo Vallecano,80,78,76,73,73,72,0.0,-1.4,2,2
2018,6,Atlético Madrid,SD Huesca,85,82,83,71,70,69,0.2,-1.4,3,0
2018,6,Athletic Bilbao,Villarreal CF,81,79,78,79,79,80,0.2,-0.2,0,3
2018,6,CD Leganés,FC Barcelona,74,75,74,93,84,84,-1.2,2.2,2,1
2018,6,Valencia CF,Celta Vigo,80,80,80,78,78,78,-0.4,0.4,1,1
2018,6,Sevilla FC,Real Madrid,80,80,79,86,86,86,0.8,1.8,3,0
2018,6,CD Alavés,Getafe CF,77,75,74,75,74,75,0.6,0.0,1,1
2018,6,Real Valladolid,Levante UD,75,71,71,75,76,75,-0.4,-0.6,2,1
2018,6,Girona FC,Real Betis,79,76,75,79,79,76,-0.2,-0.4,0,1
2018,7,Rayo Vallecano,Espanyol Barcelona,73,73,72,79,78,76,-1.1666666666666667,0.3333333333333333,2,2
2018,7,Real Sociedad,Valencia CF,80,78,76,80,80,80,0.0,-0.3333333333333333,0,1
2018,7,FC Barcelona,Athletic Bilbao,93,84,84,81,79,78,1.6666666666666667,-0.3333333333333333,1,1
2018,7,SD Eibar,Sevilla FC,77,78,75,80,80,79,-0.3333333333333333,1.1666666666666667,1,3
2018,7,Real Madrid,Atlético Madrid,86,86,86,85,82,83,1.0,0.6666666666666666,0,0
2018,7,SD Huesca,Girona FC,71,70,69,79,76,75,-1.6666666666666667,-0.3333333333333333,1,1
